loan_amnt,term_months,int_rate,installment,annual_inc,dti,fico_score,open_acc,revol_util,home_ownership,purpose,emp_length_years
27069,36,19.2,330.52,168691,15.41,819,17,75.31,MORTGAGE,debt_consolidation,15
3557,60,20.73,702.67,113531,7.0,691,3,118.84,MORTGAGE,car,1
19309,60,6.92,980.56,121010,31.48,701,17,39.25,RENT,credit_card,12
21159,36,24.41,405.69,81604,25.66,811,19,69.08,OWN,credit_card,10
6655,60,14.65,1164.69,138548,7.86,834,4,84.68,RENT,home_improvement,9
11729,60,18.13,142.11,100919,34.1,708,10,50.45,OWN,debt_consolidation,2
17478,36,13.56,860.77,20721,33.99,668,16,112.71,OWN,car,4
11310,36,7.17,910.89,71377,17.97,681,15,96.24,RENT,small_business,13
26518,60,14.91,525.21,53135,20.51,730,1,57.59,OWN,small_business,5
12151,60,7.57,1035.51,68754,3.96,773,6,88.31,MORTGAGE,credit_card,19
9712,36,20.39,101.42,184155,5.94,824,3,44.89,MORTGAGE,home_improvement,18
22243,60,15.44,993.18,79596,34.14,778,9,21.61,OWN,small_business,12
31444,60,25.54,875.09,130159,20.23,701,1,43.27,MORTGAGE,home_improvement,16
14279,36,8.31,229.76,135855,23.24,607,10,109.8,RENT,small_business,6
2724,60,7.94,824.83,178842,0.35,756,4,51.42,OWN,credit_card,12
18368,60,8.42,659.02,181815,27.25,654,9,72.97,OWN,credit_card,8
27329,60,18.99,539.33,81895,12.79,753,16,98.34,MORTGAGE,home_improvement,14
30290,60,24.86,1115.32,21420,6.62,679,10,4.48,MORTGAGE,credit_card,16
22398,36,19.42,764.99,189441,20.47,696,11,32.48,RENT,small_business,0
7265,60,6.76,637.32,152706,1.41,686,3,13.43,MORTGAGE,small_business,12
15211,36,23.88,259.66,48270,33.48,803,1,46.84,RENT,credit_card,10
11093,36,6.31,1147.87,117012,34.88,601,14,8.51,RENT,home_improvement,1
11066,60,18.84,450.88,192037,33.15,823,15,116.82,RENT,debt_consolidation,17
18750,36,22.41,204.86,30535,23.45,811,9,111.78,MORTGAGE,car,1
11789,60,23.77,885.31,69699,16.32,675,12,96.05,OWN,credit_card,15
22889,36,14.57,191.11,46885,23.36,817,10,26.66,MORTGAGE,small_business,10
4164,36,23.52,411.97,178564,17.58,754,11,116.73,RENT,car,16
22902,60,24.3,172.68,31801,10.6,642,7,57.03,MORTGAGE,debt_consolidation,7
30725,36,13.34,451.44,170636,10.17,669,7,19.09,RENT,debt_consolidation,3
5780,60,13.82,1068.61,99244,1.0,848,1,104.08,MORTGAGE,home_improvement,5
13734,36,20.21,549.08,168347,6.63,674,11,7.23,MORTGAGE,debt_consolidation,10
29470,36,18.92,837.51,188674,22.85,748,14,14.14,RENT,credit_card,18
27553,36,20.7,898.43,145677,30.95,737,13,13.57,RENT,small_business,13
12871,60,13.9,844.6,33176,2.42,607,14,113.98,OWN,debt_consolidation,4
26289,36,19.89,145.88,124992,2.19,672,15,14.14,OWN,credit_card,4
31811,36,20.44,506.47,74757,10.18,667,19,116.63,RENT,small_business,7
12174,36,19.47,914.36,185065,31.61,792,15,57.31,RENT,home_improvement,17
4854,60,8.84,563.84,120351,7.99,841,18,74.03,RENT,car,8
3581,36,13.8,1129.18,43838,23.46,789,15,7.89,RENT,credit_card,15
21590,36,18.12,762.15,103364,22.3,745,16,90.39,RENT,small_business,8
25938,60,5.72,939.12,105968,26.33,751,12,48.11,MORTGAGE,car,12
27564,36,17.74,124.95,92503,20.07,630,18,33.64,RENT,small_business,11
32778,36,6.43,769.49,32869,2.52,659,16,4.98,MORTGAGE,home_improvement,17
12023,60,14.97,797.87,171832,8.24,787,4,101.39,RENT,credit_card,16
24963,36,9.8,1154.08,26531,1.02,677,8,20.06,RENT,car,18
4805,36,6.76,1169.53,168412,31.48,611,16,48.71,MORTGAGE,debt_consolidation,12
21324,36,15.25,680.74,129796,21.53,585,19,90.76,OWN,car,3
13853,60,8.76,75.27,120751,12.6,631,5,59.04,MORTGAGE,small_business,10
15209,60,13.38,1010.91,53546,14.2,753,10,61.63,MORTGAGE,home_improvement,13
27160,60,26.21,740.97,60794,26.17,728,3,41.07,OWN,credit_card,15
30309,36,27.47,632.18,146662,21.09,818,11,104.99,OWN,home_improvement,1
9397,36,12.9,863.09,44696,29.56,759,8,93.77,MORTGAGE,car,17
29861,60,18.08,135.56,199424,25.18,700,6,64.66,RENT,home_improvement,11
3396,60,13.24,782.87,187452,28.05,628,11,103.01,RENT,small_business,15
28424,60,12.09,986.16,180360,23.03,849,18,103.19,OWN,debt_consolidation,4
23433,60,15.96,914.41,160586,13.83,644,2,75.22,RENT,credit_card,12
34885,36,20.99,1143.77,194943,6.22,798,12,19.8,MORTGAGE,home_improvement,15
28233,36,19.15,1192.43,27288,17.8,799,7,68.62,MORTGAGE,home_improvement,6
15162,60,26.87,838.59,164895,18.69,734,8,60.16,OWN,home_improvement,13
3307,60,9.2,459.74,31891,20.75,845,8,61.83,MORTGAGE,credit_card,14
15901,60,27.81,150.31,22822,18.21,662,16,4.18,OWN,small_business,10
30793,60,23.21,373.9,62417,5.18,809,4,94.11,MORTGAGE,home_improvement,19
10074,60,14.55,1144.26,107157,34.07,783,6,39.37,RENT,debt_consolidation,0
30757,36,27.99,314.31,134183,13.12,591,12,14.64,OWN,car,13
13866,36,22.21,503.72,177499,22.39,610,16,115.78,OWN,home_improvement,3
1320,60,14.01,348.56,20893,32.55,786,17,34.1,OWN,car,2
24930,60,22.05,707.89,53583,8.4,680,12,51.73,OWN,car,5
27762,60,6.0,387.62,120022,24.42,615,11,1.56,RENT,debt_consolidation,5
29884,60,26.04,270.76,133868,27.59,676,2,90.12,MORTGAGE,car,11
1929,36,11.07,211.94,38204,9.59,781,7,82.38,RENT,credit_card,12
25538,60,6.77,155.13,141432,8.8,586,11,1.51,MORTGAGE,debt_consolidation,18
19257,60,5.7,400.94,61206,27.74,580,10,79.74,MORTGAGE,credit_card,6
16271,36,18.27,719.25,194186,9.32,704,14,1.55,OWN,small_business,18
11553,36,18.37,239.69,66095,26.45,800,2,103.64,MORTGAGE,home_improvement,14
3890,60,17.3,710.75,63406,24.97,794,19,68.43,OWN,car,0
27421,60,21.67,820.26,57455,22.37,769,13,101.39,MORTGAGE,small_business,7
18568,60,25.02,1182.08,60459,34.03,821,16,72.46,OWN,car,13
32174,60,13.03,196.07,133109,33.66,782,16,101.96,RENT,small_business,16
6710,60,18.89,854.58,34853,4.87,663,10,29.22,OWN,small_business,3
6104,36,9.77,1021.68,147326,9.65,626,15,100.05,RENT,credit_card,14
9234,36,22.7,734.08,149657,30.75,770,3,12.77,OWN,credit_card,1
19333,60,7.28,1146.98,42236,2.26,724,3,119.26,MORTGAGE,car,11
25351,36,12.34,578.76,107236,4.0,822,2,100.64,MORTGAGE,home_improvement,19
28413,60,11.12,919.42,137857,15.23,602,19,25.0,MORTGAGE,small_business,8
32010,36,23.77,298.04,72034,0.83,759,14,20.19,OWN,small_business,13
7645,36,19.35,456.37,199096,34.44,602,1,81.07,OWN,car,5
3911,60,9.84,872.25,99220,19.33,607,16,20.31,OWN,credit_card,0
30336,36,14.86,293.21,197395,11.44,704,8,29.81,RENT,credit_card,12
24384,60,6.88,1110.19,153242,31.66,766,19,7.93,RENT,debt_consolidation,4
27705,60,21.87,389.53,120613,15.62,608,4,4.61,MORTGAGE,debt_consolidation,3
28559,60,10.26,426.37,48821,4.39,830,9,86.18,OWN,credit_card,12
16023,60,23.15,997.38,48941,31.01,584,7,103.29,OWN,small_business,14
26344,60,11.18,1050.91,136958,16.34,790,7,69.81,RENT,debt_consolidation,9
28798,60,12.99,317.95,144506,22.92,708,6,111.02,OWN,credit_card,0
32566,36,5.5,748.43,143141,30.43,679,6,99.73,RENT,debt_consolidation,9
18600,60,9.83,462.44,161587,21.15,651,10,40.98,RENT,credit_card,3
13450,60,27.28,1144.76,189260,33.12,644,3,13.32,RENT,debt_consolidation,13
25209,36,6.33,304.57,59387,22.17,832,11,66.94,OWN,credit_card,14
1787,60,21.94,258.39,35948,14.84,647,3,103.83,MORTGAGE,small_business,0
2378,60,26.57,258.45,37751,1.03,779,11,35.37,RENT,home_improvement,9
29820,36,27.73,692.66,172157,21.89,641,13,15.25,RENT,debt_consolidation,10
34548,60,11.14,212.26,126052,22.19,583,13,87.96,OWN,credit_card,7
28777,60,20.67,714.55,189024,18.81,674,1,41.36,RENT,small_business,17
16896,60,6.26,741.42,48577,25.6,599,16,52.53,MORTGAGE,car,6
27819,60,7.13,661.82,23756,7.85,718,15,70.71,RENT,home_improvement,7
4134,36,24.45,1158.8,109851,34.78,777,18,119.55,RENT,home_improvement,10
2907,60,23.97,358.37,140829,26.35,712,2,89.21,RENT,credit_card,9
5971,60,11.07,454.96,119490,3.67,585,12,31.68,OWN,debt_consolidation,9
15745,36,22.86,474.03,75918,3.79,777,16,33.23,OWN,small_business,18
19037,36,16.67,432.46,103391,32.01,742,4,10.29,MORTGAGE,small_business,15
4368,36,13.63,269.97,80914,19.07,611,12,111.59,RENT,small_business,11
6285,60,15.91,764.09,68671,20.75,610,13,64.21,MORTGAGE,credit_card,6
8394,60,12.08,73.36,42625,26.17,708,19,87.49,OWN,car,7
18749,36,12.85,414.01,54261,6.77,681,17,31.94,MORTGAGE,credit_card,4
31573,36,8.14,116.93,150644,27.32,812,14,79.0,OWN,debt_consolidation,15
26766,60,26.07,814.79,164878,9.56,763,16,118.9,RENT,debt_consolidation,16
13453,60,26.04,354.44,142365,15.95,689,10,118.29,RENT,debt_consolidation,6
11344,60,11.43,1173.47,150388,32.21,720,5,77.75,OWN,car,8
34132,36,6.28,413.52,180617,24.26,842,4,40.59,MORTGAGE,debt_consolidation,19
23195,36,17.03,963.94,101863,6.95,683,2,91.59,MORTGAGE,small_business,18
2848,60,27.84,733.39,157525,22.92,848,12,118.7,OWN,small_business,2
22042,36,12.78,1175.88,61583,9.91,791,3,94.82,MORTGAGE,car,1
20552,36,17.96,449.7,65995,33.17,711,1,59.67,RENT,debt_consolidation,4
28764,60,9.0,657.1,121209,34.19,682,19,89.41,OWN,home_improvement,5
18898,60,20.52,742.54,70281,24.59,616,15,13.51,RENT,small_business,19
5927,36,21.87,513.3,114047,17.14,649,9,102.7,OWN,debt_consolidation,13
5425,60,27.7,726.56,25622,5.16,651,16,60.12,OWN,small_business,8
2630,36,6.64,171.94,43115,20.44,586,11,68.78,OWN,small_business,0
21056,36,10.54,474.72,134178,3.88,628,10,20.76,OWN,small_business,5
12173,60,10.56,137.1,43382,23.94,596,10,95.5,OWN,car,17
26643,60,22.7,184.4,181857,26.25,610,15,66.74,OWN,home_improvement,7
6730,36,17.15,273.71,142225,9.28,763,2,34.85,RENT,credit_card,5
22164,36,8.42,483.93,87967,29.94,823,15,12.1,MORTGAGE,credit_card,3
28832,60,25.09,735.05,36186,28.15,638,16,81.74,MORTGAGE,small_business,10
12561,60,25.68,881.86,162099,26.28,610,16,80.33,RENT,car,2
21690,36,25.39,764.64,81088,28.71,750,9,13.07,RENT,car,2
15626,60,26.51,760.93,188347,21.01,771,17,102.62,OWN,credit_card,5
12944,60,10.01,699.26,99870,0.07,807,3,57.36,OWN,credit_card,13
33975,36,12.47,1095.22,115956,4.11,752,1,93.65,RENT,credit_card,14
29138,60,25.99,857.24,75387,19.42,781,13,18.91,MORTGAGE,credit_card,16
23673,36,24.7,315.76,174655,13.42,692,16,30.43,MORTGAGE,debt_consolidation,7
27646,60,10.7,941.59,97355,0.38,703,17,115.02,RENT,debt_consolidation,8
12314,60,12.02,1121.35,174583,10.94,763,19,21.07,MORTGAGE,small_business,1
31857,36,8.48,97.59,198065,32.86,611,9,38.39,OWN,credit_card,10
5798,36,16.52,1124.09,129577,31.55,584,4,96.93,RENT,small_business,17
3426,36,25.34,316.12,113679,24.95,783,19,59.29,RENT,debt_consolidation,4
8601,36,21.79,455.66,54261,31.31,719,7,37.66,RENT,credit_card,18
11136,36,10.67,272.68,91041,0.64,679,14,49.33,MORTGAGE,credit_card,3
9529,60,11.28,1072.1,78308,9.51,707,18,113.08,OWN,debt_consolidation,11
20627,60,27.98,939.53,156942,30.01,829,19,83.91,OWN,home_improvement,4
19624,36,24.31,1039.17,112305,9.01,746,2,45.71,MORTGAGE,car,3
6776,60,16.47,856.41,170309,7.07,692,19,2.77,OWN,home_improvement,3
28848,36,7.51,191.21,37585,0.82,830,9,93.61,OWN,car,19
23641,60,6.92,762.65,184810,11.74,846,19,63.87,MORTGAGE,credit_card,11
5837,60,25.46,684.33,136134,2.44,756,1,24.02,RENT,home_improvement,10
23386,36,24.53,422.9,135784,7.55,596,13,70.24,MORTGAGE,debt_consolidation,6
15135,60,12.1,706.9,122267,26.97,842,7,111.3,RENT,debt_consolidation,5
31818,60,18.46,106.42,30555,17.65,666,5,60.58,RENT,debt_consolidation,19
16282,60,23.2,593.87,27202,5.67,647,7,75.7,OWN,debt_consolidation,13
8758,36,18.11,269.39,118525,9.89,678,12,46.45,MORTGAGE,home_improvement,11
30703,60,7.32,889.72,83545,18.59,745,11,90.31,RENT,credit_card,4
33254,60,6.09,727.79,80706,29.32,716,13,73.28,MORTGAGE,credit_card,2
28128,36,6.84,73.02,93608,17.08,798,17,89.26,MORTGAGE,car,14
22932,36,22.64,184.6,78132,17.14,638,8,37.28,OWN,debt_consolidation,17
19681,60,14.44,1068.22,191396,11.76,659,16,35.98,RENT,debt_consolidation,15
16549,60,26.94,803.81,142452,13.35,618,16,45.23,MORTGAGE,credit_card,16
2007,36,19.81,341.75,73270,27.62,592,6,96.15,RENT,debt_consolidation,0
11634,36,20.44,165.05,101848,14.96,755,19,90.08,MORTGAGE,car,1
20810,60,12.35,824.89,83565,13.06,795,4,108.38,RENT,small_business,3
15026,36,27.98,577.16,131110,22.84,700,12,8.28,MORTGAGE,debt_consolidation,19
6808,36,23.57,331.93,29764,20.71,580,8,47.22,MORTGAGE,car,16
10837,60,8.19,1129.17,181942,28.05,845,11,39.62,MORTGAGE,small_business,4
16905,60,12.9,495.27,119427,5.83,793,7,26.25,MORTGAGE,car,17
23010,36,24.65,1035.65,53469,22.41,757,2,21.46,RENT,debt_consolidation,1
5637,60,10.17,295.2,77198,17.74,774,11,87.01,RENT,home_improvement,10
16029,36,10.55,714.59,154547,21.81,747,16,6.94,OWN,small_business,10
34763,60,25.66,857.25,44838,3.68,803,17,29.89,RENT,debt_consolidation,15
27113,60,14.5,508.8,178736,2.71,618,2,4.36,RENT,debt_consolidation,2
7643,36,11.06,772.93,109680,8.2,802,9,24.0,OWN,small_business,12
18543,60,7.6,481.7,173959,33.81,670,15,39.59,RENT,car,3
11677,60,8.65,545.44,190422,14.8,635,13,29.42,MORTGAGE,home_improvement,17
13755,36,20.42,472.39,40936,22.25,727,12,1.68,RENT,debt_consolidation,13
14116,60,15.91,426.35,83056,23.61,816,10,37.77,RENT,home_improvement,17
10268,60,16.3,536.3,92031,6.41,848,14,39.99,OWN,debt_consolidation,19
26783,60,6.3,108.46,61100,29.01,791,18,78.64,RENT,car,3
14395,60,18.83,895.25,23567,1.34,826,9,62.14,OWN,small_business,17
19544,36,16.19,224.21,75604,17.48,805,17,5.33,MORTGAGE,credit_card,14
28223,36,6.18,398.13,71753,1.09,634,13,36.83,RENT,home_improvement,6
17371,60,17.21,473.22,30327,0.68,795,4,110.66,RENT,home_improvement,2
9682,36,20.87,178.38,54713,9.3,709,14,4.6,RENT,debt_consolidation,18
30516,36,10.39,1129.09,26406,11.91,621,4,62.5,RENT,debt_consolidation,0
8400,36,14.84,606.44,102445,33.18,776,11,28.98,OWN,home_improvement,16
10460,36,22.72,684.47,101438,25.91,718,3,57.39,MORTGAGE,debt_consolidation,12
8114,60,25.51,972.24,183548,29.1,830,19,14.04,RENT,small_business,17
20033,36,10.6,317.99,37670,21.73,673,1,79.0,RENT,home_improvement,2
24960,60,25.18,1120.47,126360,19.47,639,18,12.25,MORTGAGE,credit_card,6
29047,36,23.3,542.18,180583,11.33,719,7,62.31,OWN,credit_card,7
5765,36,19.47,1051.23,32669,9.69,600,13,4.87,RENT,small_business,12
32216,60,9.33,158.06,41629,15.41,646,13,76.31,RENT,credit_card,5
26150,60,7.06,1011.85,103817,33.22,628,10,21.63,RENT,credit_card,16
15502,60,8.27,1013.42,119132,34.75,778,11,107.96,MORTGAGE,credit_card,9
4506,60,16.51,132.67,119458,8.77,661,1,77.62,RENT,home_improvement,2
9488,36,24.35,169.48,150614,17.86,835,1,21.15,MORTGAGE,home_improvement,0
11775,36,21.68,1104.18,68105,4.14,658,1,47.31,MORTGAGE,small_business,17
7276,36,27.98,852.09,84099,16.47,765,2,39.42,MORTGAGE,debt_consolidation,18
3693,36,9.46,605.74,110731,28.83,635,14,33.18,MORTGAGE,car,10
13448,60,17.52,640.19,56479,25.44,810,14,91.18,OWN,car,13
21597,36,12.99,749.86,120842,9.08,604,12,98.66,OWN,home_improvement,6
30545,60,14.56,116.04,31311,27.76,779,19,58.36,RENT,home_improvement,2
34719,60,6.15,626.8,163516,12.43,593,15,28.59,RENT,small_business,12
13977,36,10.34,320.07,181711,20.78,635,1,66.6,OWN,debt_consolidation,1
5370,60,13.06,224.44,38782,32.65,601,8,15.78,OWN,small_business,10
1055,60,21.97,358.57,83131,2.8,777,15,42.1,MORTGAGE,car,15
12516,36,13.32,1157.43,77392,30.83,843,4,91.04,RENT,home_improvement,3
10833,36,11.32,190.54,145030,20.5,768,8,37.23,OWN,debt_consolidation,10
1667,36,5.83,467.85,156285,25.3,776,6,74.7,MORTGAGE,credit_card,16
26805,36,7.05,406.1,183890,27.07,782,18,98.96,OWN,credit_card,17
24255,36,23.4,300.46,162637,8.93,818,7,55.85,RENT,small_business,7
29699,60,26.76,913.74,82456,29.77,747,3,12.72,MORTGAGE,home_improvement,5
24648,36,17.64,746.47,142827,27.57,784,8,33.52,RENT,car,18
7396,60,27.6,707.33,76543,28.5,597,6,45.28,OWN,debt_consolidation,11
6122,60,16.37,539.13,81396,3.87,634,12,65.61,OWN,small_business,8
22300,60,22.96,267.59,22566,33.98,712,5,11.97,MORTGAGE,small_business,13
11350,36,17.78,841.8,116849,25.41,780,14,40.51,RENT,small_business,11
31916,60,19.59,934.31,34705,32.72,714,15,98.55,OWN,debt_consolidation,16
21806,60,24.1,803.03,44791,27.3,586,10,67.14,MORTGAGE,credit_card,15
29024,36,7.64,423.74,106854,16.6,806,12,93.88,RENT,small_business,17
3475,36,18.97,924.78,172875,21.4,791,18,92.04,MORTGAGE,car,19
2098,36,25.92,635.53,198422,14.1,651,3,1.48,MORTGAGE,small_business,0
12939,60,17.26,1057.75,195205,31.44,652,4,36.2,MORTGAGE,credit_card,17
20446,60,25.39,1179.98,36683,28.71,605,4,87.36,RENT,debt_consolidation,18
18029,60,26.35,1021.09,39734,1.02,775,16,37.24,OWN,debt_consolidation,7
5648,36,13.9,83.47,180229,17.0,760,15,80.65,RENT,home_improvement,0
24190,60,7.98,1112.85,141921,11.56,696,16,51.18,RENT,debt_consolidation,9
1302,36,18.19,1157.15,197881,3.86,589,18,22.74,RENT,car,17
13100,36,22.89,343.83,184097,29.78,657,15,68.76,OWN,credit_card,4
1589,36,11.03,362.38,23498,2.52,787,1,1.05,MORTGAGE,car,8
22083,36,20.47,223.78,195460,25.63,734,19,18.33,OWN,debt_consolidation,10
4389,60,5.92,1167.6,164229,22.09,604,14,37.08,MORTGAGE,credit_card,2
13748,60,11.74,751.35,79179,31.15,642,18,89.38,RENT,small_business,3
29018,36,9.44,996.16,185534,13.45,711,6,95.48,OWN,small_business,2
15114,36,11.89,616.75,35009,16.1,730,3,1.41,OWN,debt_consolidation,19
24164,60,18.1,313.35,148840,16.79,593,9,40.42,MORTGAGE,small_business,11
11627,60,6.17,97.02,92706,0.58,795,1,74.8,MORTGAGE,debt_consolidation,2
23297,36,23.73,958.69,28583,2.64,602,6,8.75,MORTGAGE,credit_card,3
5668,36,24.28,433.85,180756,3.14,722,8,73.02,RENT,credit_card,14
19443,36,13.82,1022.78,55391,29.95,685,17,109.6,MORTGAGE,small_business,9
5114,36,11.2,212.84,121040,18.83,584,8,91.11,MORTGAGE,credit_card,9
3671,60,27.2,632.59,95592,7.52,657,14,69.22,OWN,small_business,12
29308,60,23.26,1120.31,89231,10.86,712,4,44.62,OWN,credit_card,12
22736,60,22.13,860.84,195622,20.89,838,12,82.46,OWN,car,7
6439,60,17.26,475.42,21634,23.5,600,6,119.38,MORTGAGE,home_improvement,14
18576,60,27.87,136.75,34040,9.24,598,16,35.67,MORTGAGE,debt_consolidation,5
10018,36,16.53,849.77,96629,15.83,832,19,79.25,RENT,debt_consolidation,4
2987,36,7.79,711.03,89560,18.19,826,16,59.39,OWN,small_business,8
2262,60,7.9,380.91,153425,7.09,712,18,53.15,MORTGAGE,debt_consolidation,6
24944,60,22.0,200.49,91889,6.04,703,10,49.47,RENT,home_improvement,3
29270,36,9.06,1000.96,165131,3.46,744,19,3.43,MORTGAGE,debt_consolidation,6
11058,36,17.27,376.64,180802,14.44,804,7,13.69,RENT,car,5
26464,60,26.47,1144.54,73168,17.06,746,14,93.17,MORTGAGE,small_business,15
21980,60,27.19,556.41,54638,27.03,626,7,36.25,MORTGAGE,small_business,1
34361,36,24.39,680.98,136242,27.56,799,13,77.97,RENT,small_business,17
19935,60,9.36,86.02,27404,21.12,816,1,117.81,OWN,small_business,12
3642,36,27.07,823.26,161221,33.24,807,8,84.47,RENT,credit_card,0
29251,60,19.69,522.84,172963,20.79,724,7,97.36,RENT,car,10
1117,36,13.28,743.85,165891,6.42,684,9,108.56,OWN,debt_consolidation,10
15683,60,9.54,500.04,142897,18.51,737,12,77.36,RENT,credit_card,12
18453,60,27.05,1016.01,129657,27.77,734,10,25.22,RENT,small_business,6
2466,60,22.51,1014.87,134209,1.65,650,9,63.71,MORTGAGE,home_improvement,1
22804,60,13.54,859.78,163723,6.47,632,17,32.1,MORTGAGE,debt_consolidation,1
6644,36,21.84,876.69,95018,17.63,730,14,109.54,RENT,credit_card,8
20167,60,24.12,514.18,64294,24.53,649,17,15.41,OWN,car,7
16206,36,15.16,780.37,97613,13.21,673,18,76.01,RENT,debt_consolidation,4
2605,60,12.79,959.78,121776,0.67,614,12,45.78,MORTGAGE,credit_card,0
26556,60,20.6,694.61,113923,26.95,777,9,103.22,MORTGAGE,car,18
23056,36,6.47,1025.54,66492,23.65,832,3,29.08,OWN,credit_card,8
25466,60,22.71,301.19,87863,28.68,734,10,47.55,RENT,home_improvement,17
24173,36,6.68,203.13,134576,27.67,837,15,38.19,MORTGAGE,debt_consolidation,9
13713,36,16.69,534.23,162609,0.12,591,17,65.09,MORTGAGE,car,9
11751,36,10.56,808.67,139147,8.73,627,3,54.24,OWN,car,16
10879,36,14.12,866.3,34833,3.45,625,16,86.47,MORTGAGE,home_improvement,5
11225,36,23.64,692.24,35213,32.2,681,12,5.71,MORTGAGE,credit_card,18
8083,60,17.28,127.17,44002,11.26,632,7,81.8,RENT,car,16
30351,60,25.15,174.34,164228,10.86,667,13,84.51,RENT,debt_consolidation,19
1671,36,15.17,684.69,106613,5.44,735,7,61.27,RENT,credit_card,15
10316,36,23.05,632.68,89214,20.97,605,2,42.73,MORTGAGE,credit_card,11
11345,36,11.21,650.06,144016,32.81,616,5,107.51,OWN,credit_card,12
21963,36,20.13,746.53,133117,14.28,836,16,9.7,RENT,credit_card,16
8783,60,10.92,359.06,167932,30.27,661,8,21.69,MORTGAGE,home_improvement,9
17082,36,19.99,340.27,178624,3.75,610,13,15.66,RENT,small_business,16
23778,36,12.1,343.04,21844,20.95,784,12,15.81,RENT,debt_consolidation,6
20909,60,5.68,690.51,23573,4.3,634,18,9.49,RENT,debt_consolidation,8
22204,60,11.34,88.96,51852,0.3,631,2,9.88,MORTGAGE,small_business,5
11703,36,10.85,358.19,136981,11.17,715,13,24.41,OWN,home_improvement,14
31502,36,9.15,1143.01,61387,31.56,600,13,96.71,RENT,car,17
17616,60,21.98,386.26,163735,12.44,645,2,11.14,OWN,home_improvement,15
20218,60,24.91,988.78,69649,8.73,800,10,104.72,MORTGAGE,small_business,15
18154,60,16.89,722.0,22684,20.09,589,3,8.34,MORTGAGE,car,9
33921,60,20.53,777.57,65335,22.92,685,3,14.84,OWN,car,5
31209,36,16.8,1035.78,107157,24.94,718,19,112.48,MORTGAGE,small_business,8
18320,36,20.14,799.9,187927,16.59,814,8,28.7,RENT,credit_card,18
31303,60,18.54,684.21,29605,7.8,796,10,107.64,RENT,debt_consolidation,1
10528,36,12.36,122.33,98753,18.62,595,15,95.09,RENT,small_business,4
19412,36,17.49,999.11,153332,8.28,751,6,34.72,RENT,home_improvement,13
30796,36,12.63,679.05,30736,23.45,743,4,115.14,RENT,car,11
12138,36,11.91,1157.15,143935,3.63,609,7,21.27,OWN,small_business,16
33496,60,23.35,1093.33,70929,12.17,628,2,88.64,MORTGAGE,car,1
19157,36,18.14,969.44,56155,10.33,763,16,0.02,OWN,small_business,16
16728,36,7.93,833.44,98747,13.34,581,7,44.09,MORTGAGE,debt_consolidation,16
16892,60,11.55,830.24,147912,29.66,748,10,13.84,MORTGAGE,small_business,16
13226,36,9.19,696.62,35316,19.74,709,6,105.38,MORTGAGE,credit_card,7
32987,60,20.36,61.47,162575,19.86,773,1,72.61,RENT,small_business,5
16072,60,18.55,181.47,48401,17.46,655,11,59.32,RENT,debt_consolidation,17
2382,36,20.34,848.09,125940,18.09,604,16,52.1,RENT,home_improvement,17
9112,60,7.93,993.57,166127,4.88,713,12,111.92,OWN,credit_card,11
25765,36,13.91,531.46,183474,24.87,610,4,50.03,RENT,small_business,9
14516,36,15.61,165.01,193013,20.06,659,19,110.72,OWN,home_improvement,2
30723,36,21.38,598.87,123429,15.89,601,16,111.48,OWN,debt_consolidation,12
